1613206775207,0.014660766,-0.13927728,6.1086525E-4,LAYING
1613206775226,6.1086525E-4,-0.17715092,-0.031154128,LAYING
1613206775246,-0.004276057,-0.18448131,-0.05375614,LAYING
1613206775266,-0.014660766,-0.17592919,-0.05009095,LAYING
1613206775286,-0.0067195175,-0.16982053,-0.034208454,LAYING
1613206775309,0.013439035,-0.10323623,-0.022602014,LAYING
1613206775331,0.028099801,-0.007941248,0.004276057,LAYING
1613206775371,0.044593163,-0.009773844,0.0018325958,LAYING
1613206775371,0.076358154,-0.14905111,-0.055588737,LAYING
1613206775389,0.0983493,-0.15088372,-0.044593163,LAYING
1613206775411,0.09712757,-0.0983493,-0.018325957,LAYING
1613206775430,0.076358154,-0.07452556,-0.015271631,LAYING
1613206775449,0.05131268,-0.070249505,-0.014049901,LAYING
1613206775469,0.029932396,-0.051923547,6.1086525E-4,LAYING
1613206775492,0.005497787,-0.02687807,0.021380283,LAYING
1613206775511,-0.017104227,0.008552114,0.03176499,LAYING
1613206775531,-0.03604105,0.050701816,0.02565634,LAYING
1613206775571,-0.03359759,0.08674286,0.010995574,LAYING
1613206775571,-0.03359759,0.11911872,-0.009773844,LAYING
1613206775589,-0.021380283,0.03970624,-0.0061086523,LAYING
1613206775610,0.039095376,-0.07819075,0.01038471,LAYING
1613206775628,0.084910266,-0.11056661,0.009773844,LAYING
1613206775648,0.08002335,-0.03604105,0.0067195175,LAYING
1613206775670,0.035430185,0.002443461,0.002443461,LAYING
1613206775689,0.0012217305,0.02443461,0.0030543262,LAYING
1613206775715,-0.021380283,0.06719518,-0.002443461,LAYING
1613206775729,-0.007330383,0.040927973,-0.0036651916,LAYING
1613206775756,0.004886922,0.005497787,-0.007330383,LAYING
1613206775768,0.009773844,-0.03176499,-0.004886922,LAYING
1613206775791,0.009162978,-0.06047566,0.0061086523,LAYING
1613206775810,0.010995574,-0.077579886,0.009773844,LAYING
1613206775828,0.014049901,-0.06963864,0.004886922,LAYING
1613206775849,0.022602014,-0.032986723,0.002443461,LAYING
1613206775869,0.02687807,-0.017104227,0.0012217305,LAYING
1613206775889,0.018325957,-0.036651913,-0.002443461,LAYING
1613206775911,-0.004886922,-0.077579886,6.1086525E-4,LAYING
1613206775931,-0.021380283,-0.0842994,0.005497787,LAYING
1613206775972,-0.013439035,-0.019547688,0.004276057,LAYING
1613206775972,-0.0030543262,0.017715093,-0.0018325958,LAYING
1613206775989,-0.014049901,-0.026267206,-0.004886922,LAYING
1613206776013,-0.007330383,-0.04642576,0.0036651916,LAYING
1613206776028,0.018325957,-0.021991149,0.0061086523,LAYING
1613206776048,0.025045475,-0.032375857,0.0012217305,LAYING
1613206776068,0.010995574,-0.040317107,0.020158553,LAYING
1613206776089,0.004276057,-0.017104227,0.018936822,LAYING
1613206776113,0.014049901,-0.02443461,0.013439035,LAYING
1613206776130,0.014660766,-0.029321533,-0.0030543262,LAYING
1613206776160,-0.009162978,0.004276057,-0.014049901,LAYING
1613206776178,6.1086525E-4,0.040927973,0.007330383,LAYING
1613206776189,0.004276057,0.053145275,0.007941248,LAYING
1613206776217,-0.016493361,0.014049901,-0.005497787,LAYING
1613206776234,0.0,0.0018325958,0.0036651916,LAYING
1613206776251,0.036651913,0.021380283,0.01038471,LAYING
1613206776269,0.051923547,0.039095376,0.016493361,LAYING
1613206776289,0.026267206,-0.012217305,0.013439035,LAYING
1613206776316,0.029932396,-0.16920967,0.02076942,LAYING
1613206776330,0.08552113,-0.26939157,0.035430185,LAYING
1613206776353,0.08857546,-0.12644911,0.052534413,LAYING
1613206776370,0.016493361,0.084910266,0.06047566,LAYING
1613206776389,-0.05131268,0.17959438,0.036651913,LAYING
1613206776414,-0.032375857,-0.028099801,0.02565634,LAYING
1613206776432,-0.03970624,-0.10445796,0.02565634,LAYING
1613206776450,-0.06780604,-0.07513642,0.0061086523,LAYING
1613206776470,-0.056199603,0.01038471,-0.0030543262,LAYING
1613206776488,-0.028099801,0.0720821,-0.0012217305,LAYING
1613206776514,-0.02443461,0.08368854,0.0030543262,LAYING
1613206776533,-0.0421497,0.014049901,0.0067195175,LAYING
1613206776554,-0.047647487,-0.040927973,6.1086525E-4,LAYING
1613206776573,-0.026267206,-0.032375857,0.0018325958,LAYING
1613206776589,-0.004276057,-0.002443461,0.007330383,LAYING
1613206776616,-0.017104227,0.018325957,0.004886922,LAYING
1613206776632,-0.042760566,0.015882496,0.01038471,LAYING
1613206776649,-0.043982297,0.0018325958,0.01038471,LAYING
1613206776669,-0.043982297,0.01282817,0.0012217305,LAYING
